id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
10099,#5E3A59,#D183D4,#f0b370,#A269AA,#D3B3CE,#D483D2,#311342,#7A50B2,#c37641,#573D88,#9477A5,#8050B2
10100,#83C177,#612045,#f0b370,#951A5F,#937887,#D483D2,#49A4A0,#0E070D,#c37641,#43163D,#6C4A6F,#8050B2
10101,#284A78,#7C4555,#ffebd9,#7C1923,#A93722,#83AFEA,#383950,#5A2C40,#ffbebe,#340C1E,#751619,#556FAC
10102,#143C51,#AF2D1C,#ffe1bb,#883A35,#51240D,#2754C4,#1C2131,#78121C,#f7b39e,#622A25,#2D1504,#373981
10103,#806524,#8941E9,#ffe1bb,#653C8D,#BCB4C6,#E4DA40,#523517,#623EB3,#f7b39e,#1C1F6A,#7879A3,#D1B05B
10104,#858082,#248027,#ffe7cb,#4B803D,#31AB76,#6E1F37,#675E66,#1D464E,#fabbad,#1E625B,#376F77,#2F0F1F
10105,#3AD36D,#BC85AE,#ffe7cb,#EDE43A,#D35CB7,#571E81,#3C9D98,#855399,#fabbad,#DEB957,#7D4A80,#2F164A
10106,#1BA677,#CA7A65,#ffebd9,#84161F,#842C15,#E8E2DA,#276171,#A34949,#ffbebe,#3D0C21,#500D0C,#E9D4D0
10107,#5355F6,#95884C,#ffe7cb,#BFA21E,#F6DB5D,#F6F5EA,#5F4CB1,#7E7F32,#fabbad,#AA7C35,#D4A760,#DCB6BB
10108,#483F58,#702AE4,#f0b370,#723ECA,#39165C,#C385C2,#182049,#4A2DB0,#c37641,#503592,#150A23,#7853A1
10109,#7D7E7D,#A2A2A1,#ffe1bb,#EBEAEC,#ECEBEC,#D8A1EC,#61635E,#898B84,#f7b39e,#BEC3D5,#BEC1D5,#6C89D4
10110,#536BAB,#E5E26F,#f0b370,#456031,#E6EE27,#C991FA,#2E4479,#BDA750,#c37641,#174235,#E0C345,#8F65C8
10111,#AB776F,#5E8191,#ffe1bb,#8B1E16,#166991,#FCEEED,#8D516A,#345175,#f7b39e,#480C1C,#37466C,#E1B1DF
10112,#396967,#EAEDEC,#ffe1bb,#C5CBCA,#DCDFDF,#CB403B,#222F50,#BCD4BB,#f7b39e,#8892A1,#BBCAD2,#972A3A
10113,#956120,#7A7A80,#FFE1BB,#84861C,#173586,#CFD1FD,#663417,#4A4763,#F7B39E,#27541D,#202148,#91B2EE
10114,#37BBBC,#8C606A,#FFEBD9,#125E5E,#0E4737,#8C1B35,#5C78A2,#69395D,#FFBEBE,#18433D,#072C12,#381227
10115,#D9677C,#D9D9D9,#FFE1BB,#FF5248,#E9E9E9,#7D762C,#B35263,#CABEB6,#F7B39E,#CB374A,#D3BDCD,#314620
10116,#CF924C,#83A6E2,#FFE7CB,#425CE2,#493AE2,#E6F347,#A05E3A,#5769A4,#FABBAD,#49419D,#3C32A6,#E2CF64
10117,#69D7B9,#D72F3C,#FFE7CB,#E9E9E9,#D76189,#D73C86,#759CBE,#902352,#FABBAD,#D3BDCD,#B24E6E,#853974
10118,#E6CBEE,#F3F3F3,#FFE7CB,#FFE6F9,#BC2F9D,#D698C3,#A0ACDF,#D3BBD3,#FABBAD,#DCC2FB,#693474,#8169B4
10119,#DCDFDF,#DCDFDF,#F0B370,#5870BC,#DCDFDF,#D34752,#BBC9D2,#BBC9D2,#C37641,#354787,#BBC9D2,#AC383F
10120,#4E2E3A,#9F5E74,#FFE1BB,#C5CBCA,#DCDFDF,#DF8496,#331123,#7C3F61,#F7B39E,#8892A1,#BBC9D2,#B75C86
10121,#405842,#583450,#FFE7CB,#7C9A1A,#9DAE69,#B784B0,#1A3A45,#3E133C,#FABBAD,#207126,#71974A,#7A5295
10122,#9B6EE5,#623978,#FFE1BB,#F1A2F0,#43336B,#61D0FF,#6548B3,#221B55,#F7B39E,#6D6DD8,#2B2840,#538CCE
10123,#65655F,#574B89,#FFE1BB,#A13640,#392399,#D7D4E2,#563B3D,#243566,#F7B39E,#7C282E,#251A5D,#C3BDE1
10124,#479B4D,#265334,#F0B370,#165B1A,#53C2C2,#DCDFDF,#316C65,#12382E,#C37641,#0C2F15,#6782A9,#BBC9D2
10125,#51C3C3,#EAEDEC,#DCDFDF,#FA91BA,#DCDFDF,#127353,#5C839C,#BFD4BB,#BBC9D2,#B05CE1,#BBC9D2,#193A44
10126,#BC8279,#2838BC,#BC3E28,#4F76BC,#5A3A3A,#DBCF23,#9E5C78,#2A2477,#871B1F,#2D4D88,#401E23,#CDA33E
10127,#FB365F,#DCDFDF,#801C24,#6A1721,#A2402D,#DCDFDF,#A73773,#BBC9D2,#380E20,#210814,#7B3121,#BBC9D2
10128,#B2E77A,#D5D9CF,#FFE1BB,#F9D038,#D5D9CF,#53841F,#68B673,#A1AB96,#F7B39E,#E1A757,#A2AB96,#194D42
10129,#8E2944,#24544E,#24544E,#CB403B,#592928,#CB403B,#4C1932,#32502F,#24574A,#962A3A,#3B1A16,#962A3A
10130,#307F96,#409562,#FFE7CB,#423A34,#E7CC65,#A1333A,#0F487A,#2A5968,#FABBAD,#2F1B1D,#BF9149,#732334
10131,#CBA19D,#6A1B23,#192774,#344FF6,#474F81,#CB403B,#A16E83,#200914,#1D1B37,#3D36B0,#21435E,#962A3A
10132,#F09734,#D2726B,#F0B370,#DF7A72,#DCDFDF,#DCDFDF,#C76C45,#AA5C55,#C37641,#B7645C,#BBC9D2,#BBC9D2
10133,#B3854F,#203FB3,#FFE1BB,#B6BC22,#902F33,#3D53A4,#855436,#353274,#F7B39E,#AB9638,#6B2123,#302F5F
10134,#A798D5,#1B5450,#1B5450,#7A58E0,#608888,#DCDFDF,#736FA2,#244D24,#244D24,#744D9C,#43506F,#BBC9D2
10135,#F0EDE1,#F0B370,#F0B370,#694283,#662B8F,#D87BE7,#F1E0D5,#C37641,#C37641,#252161,#3C1F57,#9951B7
10136,#FA4065,#FF8CA3,#FF8CA3,#5877DE,#53FFC3,#FFFFFF,#A53C75,#D97487,#D97487,#4D4D9A,#75BFD2,#C0B3CF
10137,#83605F,#CB403B,#831F35,#772E2B,#4C1917,#DCDFDF,#623A4D,#962A3A,#301122,#511F1D,#2D0E0B,#BBC9D2
10138,#9BB8F0,#613B73,#F0B370,#CA93F6,#491573,#F0D247,#5D88C0,#241C51,#C37641,#8F66C5,#240F3C,#DBAC63
10139,#72BE88,#169039,#169039,#145E3E,#619063,#DCDFDF,#4783A3,#185D58,#185D58,#0B3329,#396873,#BBC9D2
10140,#E7E1D9,#805A5A,#BD3918,#801019,#822F30,#E7C44A,#E8D3CF,#5E354B,#871621,#38091D,#5C2120,#C19359
10141,#5F4822,#D2804A,#FFEBD9,#FFCB5A,#FFCB5A,#CB403B,#494504,#A3503A,#FFBEBE,#D68F55,#D68F55,#962A3A
10142,#9CFFC2,#EFFFF6,#EFFFF6,#453D40,#453D40,#2C9156,#6999D1,#BFEACA,#BFEACB,#301F2E,#301F2E,#1F555E
10143,#1E1C48,#3D3848,#78779A,#6C3875,#1A157F,#E9ECF0,#1B1820,#1E1A3B,#435576,#511960,#110E42,#C3B7D9
10144,#183B5D,#66361A,#ECB73D,#A1372F,#5D5450,#D7DE72,#212435,#42240D,#C78951,#702111,#4F3348,#E3AE6C
10145,#2CC0A8,#124D38,#3E3638,#A1372F,#5D1B22,#4D2E2C,#4E7B99,#0A3214,#30101F,#702111,#220B11,#702111
10146,#EDBEB2,#ED794D,#89BFED,#5260B8,#35EDE2,#E9ECF0,#DB859A,#BF493E,#4F86B6,#4F408D,#6B9ACA,#C3B7D9
10147,#F7E8E6,#EAB3CE,#673C3E,#EAB3CE,#A84D7C,#5260B8,#F7C1D1,#D78BCE,#482625,#D78BCE,#813673,#4F408D
10148,#B1404F,#E9ECF0,#404343,#EAB3CE,#49C9A2,#5260B8,#8B313B,#C3B7D9,#1A2631,#D78BCE,#608E9E,#4F408D
10149,#97B08E,#5260B8,#E9ECF0,#C139DC,#E9ECF0,#5260B8,#5A8780,#4F408D,#C3B7D9,#6A42A3,#C3B7D9,#4F408D
10150,#E6A7D8,#7BE698,#E9ECF0,#E9ECF0,#765671,#76225F,#8376C5,#5EAEB9,#C3B7D9,#C3B7D9,#452F54,#231023
10151,#9FBE77,#515C3A,#D6D6D6,#5260B8,#6CBE48,#68B366,#49A079,#17412D,#A7A0B2,#4B408B,#408787,#258B76
10152,#1B2444,#59617C,#3D64EE,#E9ECF0,#B7B7B7,#132A78,#16151C,#263F5B,#4341A9,#C3B7D9,#9796A2,#1B1A3B
10153,#6E6D92,#4D4BAB,#273459,#D7DE72,#6EB9FB,#141272,#364770,#453967,#282730,#E3EA6C,#4477BE,#0C0B36
10154,#4E1D5D,#6C3875,#BDB8C1,#43205D,#99D2D9,#CE9DD9,#160E1D,#511960,#A794AB,#140F1E,#9FA8E0,#6A7AC0
10155,#4B526F,#87A5C7,#3E3638,#162443,#213443,#EAB3CE,#1F2D53,#4E7A98,#30101F,#12121A,#344241,#D78BCE
10156,#4473E9,#93832B,#4C3CCF,#E9ECF0,#ACB5E9,#68B366,#4548A4,#3E5C24,#3B3294,#C3B7D9,#70A0C7,#258B76
10157,#87832A,#A3A176,#555331,#6C3875,#704BF3,#D7DE72,#2B4F20,#878D57,#323F11,#511950,#5744BA,#E3AE6C
10158,#68B366,#E6253D,#511B22,#D7DE72,#877073,#E66285,#258B76,#9D1E5A,#320E0F,#E3AE6C,#65465A,#C04F6B
10159,#7D7483,#F8E0FE,#FEE0FD,#5260B8,#EAD0EC,#EEAABB,#453C61,#C9BCF9,#D2BCFA,#4F408B,#B2A7DF,#DD7788
10160,#A1372F,#576A94,#7E7C2F,#E9ECF0,#44473A,#2E3C7E,#702111,#214E73,#2D4621,#C3B7D9,#213118,#2C2B41
10162,#676563,#9B713C,#D7DE72,#ECF0F3,#DFE1E2,#EAB3CE,#583F4B,#6D4329,#E3AE6C,#BEDCD2,#AFB4C9,#D78BCE
10163,#606E57,#D7DE72,#4A8427,#386E1D,#BEFE6B,#81BB23,#325048,#E3AE6C,#1E4E4A,#143935,#71D391,#2C9240
10164,#B792E0,#6C3875,#E9ECF0,#53603F,#E9ECF0,#9137F7,#7E64AF,#511960,#C3B7D9,#204231,#C3B7D9,#5442C4
10165,#9D9BA0,#AF90DF,#E9ECF0,#603E94,#5B2DDF,#240C48,#827B8A,#7863AD,#C3B7D9,#312164,#412BA7,#07030E
10166,#3E3638,#E2562E,#824F40,#6C8FE2,#34486D,#E9ECF0,#30101F,#B53B2E,#5D282A,#4C5EA9,#3B3B47,#C3B7D9
10167,#7F333D,#EAB3CE,#745B61,#D1B8BE,#4E1F2C,#3E3638,#5A2329,#D78BCE,#52344B,#A4839C,#2F1016,#30101F
10168,#603F40,#CF8990,#E9ECF0,#821E20,#40160D,#68B366,#462227,#AC598E,#C3B7D9,#3C0F20,#270202,#258B76
10169,#A1372F,#31227B,#4C2DEB,#D7DE72,#7C804E,#68B366,#702111,#1B1541,#3D2AB0,#E3AE6C,#586934,#258B76
10170,#479195,#5D845D,#FFA5B7,#23519C,#387354,#88171F,#384C80,#4D4D4D,#E095BD,#1C293F,#193C21,#410C23
10171,#366E95,#696A6A,#50CADF,#A9E7DB,#5786F3,#9F2541,#2A4C78,#3B554A,#5B89B5,#5F95C3,#5057AF,#5B1824
10173,#4CCCB2,#CC90A4,#ACCCBE,#CC312C,#431020,#FFEBD9,#6B90A5,#9F5A95,#6D9099,#8B1F40,#100A0B,#FFBEBE
10175,#B0D3D7,#E7567B,#C6EAF3,#E8EC79,#BAC061,#42D2D0,#787FAD,#981D45,#9ABFD5,#9D9F61,#747D49,#668FB1
10177,#42955A,#A1372F,#224E3B,#D7DE72,#D7DE72,#68B366,#2C6067,#702111,#15331A,#E3AE6C,#E3AE6C,#258B76
10178,#43C43F,#A1372F,#F5EDF5,#F5EDF5,#A1372F,#D7DE72,#3D9195,#702111,#CAC2E0,#CAC2E0,#702111,#E3AE6C
10179,#A1545C,#741F5B,#D7DE72,#EAB3CE,#52494C,#E9ECF0,#3A1017,#220E22,#E3AE6C,#D78BCE,#36313C,#C3B7D9
10180,#40434A,#E9ECF0,#94B0F9,#4A431E,#907C17,#F7E364,#191E35,#C3B7D9,#6873BA,#2E3505,#46631E,#D5AE65
10181,#5260B8,#E9ECF0,#FFE1BB,#E2E2E2,#5260B8,#5260B8,#4F408D,#C3B7D9,#F7B39E,#B7AAAA,#4F408D,#4F408D
10182,#DB93D7,#844480,#A1372F,#EAB3CE,#CDC2CD,#E9ECF0,#6A5FC1,#582763,#702111,#D78BCE,#9688A1,#C3B7D9
10183,#9AA0A9,#44464B,#9392A1,#1C2E7B,#4587E3,#3E3638,#788092,#1A1D36,#716F89,#21203E,#41529F,#30101F
10184,#5B6D3A,#574F6D,#9B64BE,#6C3875,#262240,#99D2D9,#1C4F34,#272C4A,#623E8F,#511960,#14101B,#8FA8E0
10186,#366E95,#696A6A,#9F2541,#50CADF,#5786F3,#9F2541,#2A4C78,#3B554A,#73192D,#5F95C3,#5057AF,#3F1919
10187,#FB365F,#A1372F,#801C24,#6A1721,#A2402D,#DCDFDF,#A73773,#702111,#380E20,#210814,#7B3121,#BBC9D2
10189,#44554A,#37D36D,#A1372F,#1F6C3A,#472E3C,#E9ECF0,#1E3042,#3A9C98,#702111,#133E2C,#2C1025,#C3B7D9
10191,#A1372F,#D7DE72,#C85249,#A1372F,#A1372F,#DAE084,#702111,#E3AE6C,#87403B,#702111,#702111,#958F52
10192,#588ADB,#588ADB,#588ADB,#E9ECF0,#588ADB,#EAB3CE,#3C63A1,#3C63A1,#3C63A1,#C3B7D9,#3C63A1,#D78BCE
10193,#59595A,#FFE7CB,#E3E2DF,#B2B3B5,#E9ECF0,#D7DE72,#36424D,#FABBAD,#CBA8AD,#9494A1,#C3B7D9,#E3AE6C
10194,#59595A,#F4F4F8,#E3E2DF,#7F81D4,#7F81D4,#F8D834,#36424D,#BEDADA,#CBA8AD,#5C589B,#5C589B,#E5AE53
10196,#595957,#F8FBE7,#AF372F,#B5C559,#291874,#475110,#4B3736,#D3FBDC,#702111,#559349,#150F39,#0B1F0A
10197,#676563,#9B713C,#C272DE,#D7DE72,#DFE1E2,#DFE1E2,#583F4B,#6D4329,#9460A6,#E3AE6C,#AFB4C9,#AFB4C9
10198,#7180E9,#7180E9,#DF9F72,#25283C,#E7D163,#E7D163,#4252BC,#4252BC,#AC7854,#1C1E2E,#AB8227,#AB8227
10199,#676563,#9B713C,#D7DE72,#D7DE72,#DFE1E2,#DFE1E2,#583F4B,#6D4329,#E3AE6C,#E3AE6C,#AFB4C9,#AFB4C9
10200,#EDBEB2,#5260B8,#89BFED,#5260B8,#35EDE2,#E9ECF0,#DB859A,#4F408D,#4F86B6,#4F408D,#6B9ACA,#C3B7D9
10201,#C396D1,#A7D181,#D0D1CC,#5260B8,#759328,#99D2D9,#6474B7,#5CB15D,#B1ACA3,#4F408D,#235A3C,#8FA8E0
10202,#192280,#9A7E7E,#E9ECF0,#82B1B7,#E9ECF0,#99D2D9,#093248,#574444,#C3B7D9,#517276,#C3B7D9,#8FA8E0
10204,#4473E9,#93832B,#68B366,#E9ECF0,#ACB5E9,#68B366,#4548A4,#3E5C24,#258B76,#C3B7D9,#70A0C7,#258B76
10206,#2F6531,#93832B,#E9ECF0,#E9ECF0,#ACB5E9,#64AC62,#244E26,#3E5C24,#C3B7D9,#C3B7D9,#70A0C7,#258B76
10207,#D18585,#68B366,#E7CACA,#E9ECF0,#68B366,#A1372F,#D9ABAB,#258B76,#AD8888,#C3B7D9,#258B76,#702111
10208,#6B1B15,#115357,#5260B8,#E9ECF0,#631326,#FE319E,#350A0F,#153C38,#4F408D,#C3B7D9,#0F050B,#B546A9
10209,#D7DE72,#C7CBC0,#D7DE72,#6C6D67,#E7E6F4,#E9ECF0,#E3AE6C,#A9A496,#E3AE6C,#584E4A,#D5D1F5,#C3B7D9
10210,#D7DE72,#31227B,#D7DE72,#D7DE72,#7C804E,#68B366,#E3AE6C,#1B1541,#E3AE6C,#E3AE6C,#586934,#258B76
10212,#EAB3CE,#68B366,#FFE7CB,#EAB3CE,#EAB3CE,#68B366,#D78BCE,#258B76,#FABBAD,#D78BCE,#D78BCE,#258B76
10213,#ABCAD8,#E9ECF0,#103A51,#514026,#30AEF1,#99D2D9,#7686B7,#C3B7D9,#1A1F30,#3C3609,#3B6AC5,#8FA8E0
